Trial ID;Game Type;Name Model;Training Step;Race Completion;Checkpoint Max;Time;Max Time;Speed Average;Max Speed;Off Road Time;Hit Number;Max Obstacle;
32;Arcade;ArcadeCar-999975;2555;23;23;51,08017;300;42,41197;75;7,492994;1006;30;
33;Arcade;ArcadeCar-999975;14999;14;23;300;300;4,931228;75;8,382875;1009;34;
34;Arcade;ArcadeCar-999975;2858;23;23;57,12387;300;37,48329;75;7,209898;1016;29;
35;Arcade;ArcadeCar-999975;2846;23;23;56,92347;300;38,51268;75;11,12252;1022;36;
36;Arcade;ArcadeCar-999975;2782;23;23;55,63755;300;39,09853;75;9,591745;1024;30;
37;Arcade;ArcadeCar-999975;2552;23;23;51,04153;300;43,04214;75;10,46121;1026;32;
38;Arcade;ArcadeCar-999975;2487;23;23;49,7562;300;43,91837;75;7,65573;1029;31;
39;Arcade;ArcadeCar-999975;2925;23;23;58,49876;300;37,79291;75;11,48076;1033;32;
40;Arcade;ArcadeCar-999975;2549;23;23;50,97771;300;42,54877;75;7,508419;1036;28;
41;Arcade;ArcadeCar-999975;2868;23;23;57,36164;300;37,85796;75;9,289893;1042;30;
42;Arcade;ArcadeCar-999975;2796;23;23;55,91909;300;38,77299;75;7,765785;1047;31;
43;Arcade;ArcadeCar-999975;3936;23;23;78,71864;300;28,25331;75;11,13876;1051;28;
44;Arcade;ArcadeCar-999975;2917;23;23;58,32814;300;37,56887;75;11,79855;1057;29;
45;Arcade;ArcadeCar-999975;2825;23;23;56,51291;300;38,55552;75;6,553891;1060;25;
46;Arcade;ArcadeCar-999975;2594;23;23;51,87829;300;42,76241;75;11,59387;1061;26;
47;Arcade;ArcadeCar-999975;2597;23;23;51,92676;300;41,44191;75;8,264096;1065;29;
48;Arcade;ArcadeCar-999975;9106;23;23;182,1215;300;12,30546;75;8,77345;1073;35;
49;Arcade;ArcadeCar-999975;3182;23;23;63,63777;300;34,22092;75;9,47785;1079;22;
50;Arcade;ArcadeCar-999975;2883;23;23;57,67633;300;37,39282;75;7,286497;1087;27;
0;Arcade;ArcadeCar-1099924;2589;23;23;51,77946;300;42,08229;75;8,590866;1091;30;
1;Arcade;ArcadeCar-1099924;2804;23;23;56,06657;300;38,34351;75;9,779883;1096;27;
