Trial ID;Game Type;Name Model;Training Step;Race Completion;Checkpoint Max;Time;Max Time;Speed Average;Max Speed;Off Road Time;Hit Number;Max Obstacle;Obstacle Time
28;Arcade;ArcadeCar-399902;2093;17;17;41,86401;300;33,8084;75;3,912707;3;18;2,555097
29;Arcade;ArcadeCar-399902;2467;17;17;49,33377;300;28,87348;75;11,62225;1;21;4,87582
30;Arcade;ArcadeCar-399902;2253;17;17;45,06381;300;32,28013;75;4,958831;3;22;5,047549
31;Arcade;ArcadeCar-399902;14999;8;17;300;300;2,821607;75;5,307184;3;20;276,8024
32;Arcade;ArcadeCar-399902;15001;7;17;300;300;2,429241;75;1,089752;2;23;284,5039
33;Arcade;ArcadeCar-399902;15000;9;17;300;300;3,195952;75;2,522661;2;19;278,0354
34;Arcade;ArcadeCar-399902;1813;17;17;36,24178;300;39,48042;75;5,775281;1;18;0,08031201
35;Arcade;ArcadeCar-399902;5838;17;17;116,7601;300;12,60294;75;4,316041;4;21;76,08038
36;Arcade;ArcadeCar-399902;2821;17;17;56,41904;300;25,46954;75;2,724573;5;18;14,10763
37;Arcade;ArcadeCar-399902;2192;17;17;43,84668;300;33,01493;75;5,877177;3;17;3,358396
38;Arcade;ArcadeCar-399902;2051;17;17;41,01409;300;34,94156;75;6,350911;3;19;1,396847
39;Arcade;ArcadeCar-399902;15000;5;17;300;300;2,109465;75;1,899756;2;22;286,3221
40;Arcade;ArcadeCar-399902;4276;17;17;85,51677;300;16,91419;75;24,76361;3;21;42,12685
41;Arcade;ArcadeCar-399902;1965;17;17;39,30107;300;35,70798;75;6,859482;1;19;1,016813
42;Arcade;ArcadeCar-399902;4501;17;17;90,01944;300;16,13588;75;4,484262;6;20;50,13829
43;Arcade;ArcadeCar-399902;15000;7;17;300;300;2,576917;75;5,131769;2;21;282,1854
44;Arcade;ArcadeCar-399902;2573;17;17;51,45153;300;28,25358;75;9,192636;5;20;5,068778
45;Arcade;ArcadeCar-399902;2506;17;17;50,11775;300;28,96376;75;5,420726;2;23;10,16278
46;Arcade;ArcadeCar-399902;14999;6;17;300;300;2,360271;75;0,3307632;2;19;285,4898
47;Arcade;ArcadeCar-399902;2475;17;17;49,47446;300;27,72387;75;8,267882;6;20;5,841907
48;Arcade;ArcadeCar-399902;14999;2;17;300;300;1,287036;75;294,1647;1;16;293,7927
49;Arcade;ArcadeCar-399902;1983;17;17;39,64299;300;35,68821;75;5,633323;2;21;0,3026484
50;Arcade;ArcadeCar-399902;2107;17;17;41,89594;300;33,93769;75;3,646698;4;21;4,764658
0;Arcade;ArcadeCar-499968;2304;17;17;46,32113;300;30,06148;75;9,178132;3;22;1,057179
1;Arcade;ArcadeCar-499968;2924;17;17;58,47872;300;24,4739;75;3,958499;3;19;17,31573
2;Arcade;ArcadeCar-499968;1956;17;17;39,1183;300;36,80153;75;3,40241;3;24;0,146772
3;Arcade;ArcadeCar-499968;2046;17;17;40,92043;300;34,75968;75;4,270815;2;22;4,713848
